0  0.1  0.2  0.3  0.4  0.5  0.6  0.7  0.8  0.9  1.0  1.25  1.5  1.75  2.0  2.25  2.5  2.75  3.0  3.25  3.5  3.75  4.0  4.25  4.5  4.75  5.0  5.5  6.0  6.5  7.0 
4.4  5.094E+07  3.125E+07  2.085E+07  1.514E+07  1.099E+07  8.622E+06  6.763E+06  5.482E+06  4.591E+06  3.845E+06  2.384E+06  1.478E+06  9.178E+05  5.697E+05  3.537E+05  2.196E+05  1.324E+05  7.984E+04  4.680E+04  2.743E+04  1.480E+04  7.982E+03  3.891E+03  1.897E+03  7.722E+02  3.143E+02  3.491E+01  2.240E+00  0.000E+00  0.000E+00
4.5  5.198E+07  3.188E+07  2.123E+07  1.534E+07  1.109E+07  8.785E+06  6.959E+06  5.616E+06  4.616E+06  3.794E+06  2.303E+06  1.398E+06  8.524E+05  5.198E+05  3.223E+05  1.999E+05  1.224E+05  7.499E+04  4.327E+04  2.497E+04  1.331E+04  7.089E+03  3.440E+03  1.670E+03  6.647E+02  2.646E+02  2.645E+01  1.448E+00  0.000E+00  0.000E+00
4.6  5.292E+07  3.334E+07  2.228E+07  1.579E+07  1.119E+07  8.714E+06  6.786E+06  5.452E+06  4.517E+06  3.743E+06  2.222E+06  1.319E+06  7.950E+05  4.794E+05  2.936E+05  1.798E+05  1.097E+05  6.686E+04  3.920E+04  2.298E+04  1.222E+04  6.494E+03  3.109E+03  1.489E+03  5.782E+02  2.245E+02  2.047E+01  0.000E+00  0.000E+00  0.000E+00
4.7  5.340E+07  3.345E+07  2.223E+07  1.566E+07  1.104E+07  8.528E+06  6.588E+06  5.247E+06  4.309E+06  3.539E+06  2.064E+06  1.204E+06  7.258E+05  4.376E+05  2.611E+05  1.557E+05  9.625E+04  5.949E+04  3.501E+04  2.060E+04  1.089E+04  5.751E+03  2.760E+03  1.325E+03  4.968E+02  1.863E+02  1.567E+01  0.000E+00  0.000E+00  0.000E+00
4.8  5.388E+07  3.355E+07  2.216E+07  1.554E+07  1.089E+07  8.344E+06  6.393E+06  5.048E+06  4.109E+06  3.344E+06  1.917E+06  1.099E+06  6.623E+05  3.994E+05  2.320E+05  1.348E+05  8.445E+04  5.289E+04  3.125E+04  1.847E+04  9.696E+03  5.091E+03  2.449E+03  1.178E+03  4.265E+02  1.544E+02  1.197E+01  0.000E+00  0.000E+00  0.000E+00
4.9  5.388E+07  3.290E+07  2.157E+07  1.518E+07  1.069E+07  7.998E+06  5.987E+06  4.661E+06  3.775E+06  3.057E+06  1.743E+06  9.942E+05  6.004E+05  3.626E+05  2.148E+05  1.272E+05  7.742E+04  4.712E+04  2.776E+04  1.636E+04  8.643E+03  4.566E+03  2.174E+03  1.035E+03  3.629E+02  1.272E+02  9.147E+00  0.000E+00  0.000E+00  0.000E+00
5.0  5.388E+07  3.227E+07  2.099E+07  1.484E+07  1.048E+07  7.666E+06  5.606E+06  4.303E+06  3.468E+06  2.794E+06  1.586E+06  8.997E+05  5.443E+05  3.293E+05  1.988E+05  1.200E+05  7.097E+04  4.198E+04  2.467E+04  1.449E+04  7.704E+03  4.095E+03  1.930E+03  9.099E+02  3.087E+02  1.047E+02  6.988E+00  0.000E+00  0.000E+00  0.000E+00
5.1  5.264E+07  3.139E+07  2.025E+07  1.415E+07  9.882E+06  7.173E+06  5.207E+06  3.970E+06  3.178E+06  2.545E+06  1.438E+06  8.124E+05  4.883E+05  2.935E+05  1.763E+05  1.058E+05  6.278E+04  3.724E+04  2.176E+04  1.271E+04  6.766E+03  3.602E+03  1.705E+03  8.074E+02  2.655E+02  8.730E+01  4.654E+00  0.000E+00  0.000E+00  0.000E+00
5.2  5.143E+07  3.052E+07  1.954E+07  1.349E+07  9.313E+06  6.710E+06  4.835E+06  3.661E+06  2.912E+06  2.317E+06  1.303E+06  7.332E+05  4.379E+05  2.615E+05  1.562E+05  9.332E+04  5.550E+04  3.301E+04  1.918E+04  1.114E+04  5.939E+03  3.166E+03  1.506E+03  7.160E+02  2.282E+02  7.269E+01  3.093E+00  0.000E+00  0.000E+00  0.000E+00
5.3  5.023E+07  2.968E+07  1.884E+07  1.286E+07  8.773E+06  6.275E+06  4.488E+06  3.374E+06  2.667E+06  2.108E+06  1.181E+06  6.615E+05  3.924E+05  2.328E+05  1.384E+05  8.223E+04  4.904E+04  2.924E+04  1.689E+04  9.760E+03  5.210E+03  2.781E+03  1.328E+03  6.347E+02  1.959E+02  6.047E+01  2.052E+00  0.000E+00  0.000E+00  0.000E+00
5.4  4.907E+07  2.886E+07  1.818E+07  1.226E+07  8.268E+06  5.870E+06  4.168E+06  3.112E+06  2.443E+06  1.919E+06  1.070E+06  5.970E+05  3.519E+05  2.074E+05  1.226E+05  7.250E+04  4.335E+04  2.592E+04  1.489E+04  8.555E+03  4.573E+03  2.444E+03  1.173E+03  5.628E+02  1.684E+02  5.036E+01  1.364E+00  0.000E+00  0.000E+00  0.000E+00
5.5  4.794E+07  2.807E+07  1.754E+07  1.169E+07  7.791E+06  5.491E+06  3.870E+06  2.870E+06  2.239E+06  1.747E+06  9.701E+05  5.388E+05  3.155E+05  1.848E+05  1.087E+05  6.392E+04  3.833E+04  2.298E+04  1.313E+04  7.499E+03  4.013E+03  2.148E+03  1.035E+03  4.992E+02  1.447E+02  4.193E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00
5.6  4.690E+07  2.697E+07  1.660E+07  1.094E+07  7.214E+06  5.044E+06  3.527E+06  2.597E+06  2.014E+06  1.562E+06  8.610E+05  4.745E+05  2.782E+05  1.631E+05  9.470E+04  5.497E+04  3.306E+04  1.988E+04  1.135E+04  6.478E+03  3.473E+03  1.862E+03  9.017E+02  4.366E+02  1.229E+02  3.461E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00
5.7  4.587E+07  2.590E+07  1.571E+07  1.024E+07  6.677E+06  4.632E+06  3.213E+06  2.350E+06  1.812E+06  1.397E+06  7.638E+05  4.176E+05  2.452E+05  1.440E+05  8.247E+04  4.724E+04  2.849E+04  1.718E+04  9.802E+03  5.592E+03  3.004E+03  1.613E+03  7.847E+02  3.817E+02  1.044E+02  2.854E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00
